board_id,board_name,event,status,error
18400557379,✨ באנר קוקיז ותיעוד הסכמות‎,item_moved_to_any_group,skipped,
18400371101,✨ Notch- קייס מוצר פגום + יצירת הזמנה על 0 לנקודת חלוקה/עד הבית,create_item,skipped,
18400371101,✨ Notch- קייס מוצר פגום + יצירת הזמנה על 0 לנקודת חלוקה/עד הבית,change_column_value,skipped,
18400371101,✨ Notch- קייס מוצר פגום + יצירת הזמנה על 0 לנקודת חלוקה/עד הבית,item_moved_to_any_group,skipped,
18400371061,✨ Notch- פתיחת קייס בזוהו - משלוח נעצר לבקשת מייבן (סירוב לקוח),create_item,skipped,
18400371061,✨ Notch- פתיחת קייס בזוהו - משלוח נעצר לבקשת מייבן (סירוב לקוח),change_column_value,skipped,
18400371061,✨ Notch- פתיחת קייס בזוהו - משלוח נעצר לבקשת מייבן (סירוב לקוח),item_moved_to_any_group,skipped,
18400370915,✨ Notch - WISMO אפיונים,create_item,skipped,
18400370915,✨ Notch - WISMO אפיונים,change_column_value,skipped,
18400370915,✨ Notch - WISMO אפיונים,item_moved_to_any_group,skipped,
18399814332,Boost Your Bestie,create_item,skipped,
18399814332,Boost Your Bestie,change_column_value,skipped,
18399814332,Boost Your Bestie,item_moved_to_any_group,skipped,
18399176372,✨ קמפיין קרוסלת מוצרים בנקודות,create_item,skipped,
18399176372,✨ קמפיין קרוסלת מוצרים בנקודות,change_column_value,skipped,
18399176372,✨ קמפיין קרוסלת מוצרים בנקודות,item_moved_to_any_group,skipped,
18399175955,✨ אזור אישי חדש- וולנס קלאב,create_item,skipped,
18399175955,✨ אזור אישי חדש- וולנס קלאב,change_column_value,skipped,
18399175955,✨ אזור אישי חדש- וולנס קלאב,item_moved_to_any_group,skipped,
18399175123,✨ תקלת כתובות בהזמנות- פיתוח ליאור,create_item,skipped,
18399175123,✨ תקלת כתובות בהזמנות- פיתוח ליאור,change_column_value,skipped,
18399175123,✨ תקלת כתובות בהזמנות- פיתוח ליאור,item_moved_to_any_group,skipped,
18398827648,✨ Page Product + Points- נציגים (שלב 2),create_item,skipped,
18398827648,✨ Page Product + Points- נציגים (שלב 2),change_column_value,skipped,
18398827648,✨ Page Product + Points- נציגים (שלב 2),item_moved_to_any_group,skipped,
18398821972,Edible- EB Apple Crumble,create_item,skipped,
18398821972,Edible- EB Apple Crumble,change_column_value,skipped,
18398821972,Edible- EB Apple Crumble,item_moved_to_any_group,skipped,
18398150378,Accessories- New Bottle,create_item,skipped,
18398150378,Accessories- New Bottle,change_column_value,skipped,
18398150378,Accessories- New Bottle,item_moved_to_any_group,skipped,
18398149989,Accessories- Stretwear,create_item,skipped,
18398149989,Accessories- Stretwear,change_column_value,skipped,
18398149989,Accessories- Stretwear,item_moved_to_any_group,skipped,
18398149799,Edible- overnight oats,create_item,skipped,
18398149799,Edible- overnight oats,change_column_value,skipped,
18398149799,Edible- overnight oats,item_moved_to_any_group,skipped,
18398149290,Accessories- Powder Containr,create_item,skipped,
18398149290,Accessories- Powder Containr,change_column_value,skipped,
18398149290,Accessories- Powder Containr,item_moved_to_any_group,skipped,
18398146242,New - Get Spicy+Members Only השקת באנדל,create_item,skipped,
18398146242,New - Get Spicy+Members Only השקת באנדל,change_column_value,skipped,
18398146242,New - Get Spicy+Members Only השקת באנדל,item_moved_to_any_group,skipped,
18397798167,Edible- Electrolydte Powder,create_item,skipped,
18397798167,Edible- Electrolydte Powder,change_column_value,skipped,
18397798167,Edible- Electrolydte Powder,item_moved_to_any_group,skipped,
18397793568,Edible- simply protein,create_item,skipped,
18397793568,Edible- simply protein,change_column_value,skipped,
18397793568,Edible- simply protein,item_moved_to_any_group,skipped,
18397791197,Edible- Play it Green 1,create_item,skipped,
18397791197,Edible- Play it Green 1,change_column_value,skipped,
18397791197,Edible- Play it Green 1,item_moved_to_any_group,skipped,
18397788970,Edible- Collagen Wave,create_item,skipped,
18397788970,Edible- Collagen Wave,change_column_value,skipped,
18397788970,Edible- Collagen Wave,item_moved_to_any_group,skipped,
18397783883,Gummies- Members Only,create_item,skipped,
18397783883,Gummies- Members Only,change_column_value,skipped,
18397783883,Gummies- Members Only,item_moved_to_any_group,skipped,
18397782300,Edible- Day Booster,create_item,skipped,
18397782300,Edible- Day Booster,change_column_value,skipped,
18397782300,Edible- Day Booster,item_moved_to_any_group,skipped,
18397781491,Accessories- מרצ׳ים תוכנית מנויים,create_item,skipped,
18397781491,Accessories- מרצ׳ים תוכנית מנויים,change_column_value,skipped,
18397781491,Accessories- מרצ׳ים תוכנית מנויים,item_moved_to_any_group,skipped,
18397781332,Gummies- PMS,create_item,skipped,
18397781332,Gummies- PMS,change_column_value,skipped,
18397781332,Gummies- PMS,item_moved_to_any_group,skipped,
18397780232,Accessories- מארז יחיד,create_item,skipped,
18397780232,Accessories- מארז יחיד,change_column_value,skipped,
18397780232,Accessories- מארז יחיד,item_moved_to_any_group,skipped,
18397778845,Accessories- Hat,create_item,skipped,
18397778845,Accessories- Hat,change_column_value,skipped,
18397778845,Accessories- Hat,item_moved_to_any_group,skipped,
18397774383,PR BOX- MEMBERS ONLY,create_item,skipped,
18397774383,PR BOX- MEMBERS ONLY,change_column_value,skipped,
18397774383,PR BOX- MEMBERS ONLY,item_moved_to_any_group,skipped,
18397773705,PR  BOX- Hey Mom,create_item,skipped,
18397773705,PR  BOX- Hey Mom,change_column_value,skipped,
18397773705,PR  BOX- Hey Mom,item_moved_to_any_group,skipped,
18397772934,PR BOX- PMS,create_item,skipped,
18397772934,PR BOX- PMS,change_column_value,skipped,
18397772934,PR BOX- PMS,item_moved_to_any_group,skipped,
18397767319,PR BOX- Focus,create_item,skipped,
18397767319,PR BOX- Focus,change_column_value,skipped,
18397767319,PR BOX- Focus,item_moved_to_any_group,skipped,
18397766743,PR BOX- Day Booster,create_item,skipped,
18397766743,PR BOX- Day Booster,change_column_value,skipped,
18397766743,PR BOX- Day Booster,item_moved_to_any_group,skipped,
18397766218,PR BOX- Play it Green,create_item,skipped,
18397766218,PR BOX- Play it Green,change_column_value,skipped,
18397766218,PR BOX- Play it Green,item_moved_to_any_group,skipped,
18397764570,PR BOX- Acne,create_item,skipped,
18397764570,PR BOX- Acne,change_column_value,skipped,
18397764570,PR BOX- Acne,item_moved_to_any_group,skipped,
18397763974,PR BOX- Liquid Collagen,create_item,skipped,
18397763974,PR BOX- Liquid Collagen,change_column_value,skipped,
18397763974,PR BOX- Liquid Collagen,item_moved_to_any_group,skipped,
18397763648,Pr Box- protein powder,create_item,skipped,
18397763648,Pr Box- protein powder,change_column_value,skipped,
18397763648,Pr Box- protein powder,item_moved_to_any_group,skipped,
18397763225,Pr Box- overnight oats,create_item,skipped,
18397763225,Pr Box- overnight oats,change_column_value,skipped,
18397763225,Pr Box- overnight oats,item_moved_to_any_group,skipped,
18397762395,Pr Box- Electrolydte Powder,create_item,skipped,
18397762395,Pr Box- Electrolydte Powder,change_column_value,skipped,
18397762395,Pr Box- Electrolydte Powder,item_moved_to_any_group,skipped,
18397762176,Accessories- T.A. Bags,create_item,skipped,
18397762176,Accessories- T.A. Bags,change_column_value,skipped,
18397762176,Accessories- T.A. Bags,item_moved_to_any_group,skipped,
18397702861,Accessories- Quarterly Magazine,create_item,skipped,
18397702861,Accessories- Quarterly Magazine,change_column_value,skipped,
18397702861,Accessories- Quarterly Magazine,item_moved_to_any_group,skipped,
18397651863,Gummies- Focus,create_item,skipped,
18397651863,Gummies- Focus,change_column_value,skipped,
18397651863,Gummies- Focus,item_moved_to_any_group,skipped,
18397640816,Gummies- ACNE,create_item,skipped,
18397640816,Gummies- ACNE,change_column_value,skipped,
18397640816,Gummies- ACNE,item_moved_to_any_group,skipped,
18397580095,Sample- Overnight Oats,create_item,skipped,
18397580095,Sample- Overnight Oats,change_column_value,skipped,
18397580095,Sample- Overnight Oats,item_moved_to_any_group,skipped,
18397579015,Sample- protein powder,create_item,skipped,
18397579015,Sample- protein powder,change_column_value,skipped,
18397579015,Sample- protein powder,item_moved_to_any_group,skipped,
18397577472,Sample- Play it Green,create_item,skipped,
18397577472,Sample- Play it Green,change_column_value,skipped,
18397577472,Sample- Play it Green,item_moved_to_any_group,skipped,
18397576486,Sample - Acne,create_item,skipped,
18397576486,Sample - Acne,change_column_value,skipped,
18397576486,Sample - Acne,item_moved_to_any_group,skipped,
18397575765,Sample- Focus,create_item,skipped,
18397575765,Sample- Focus,change_column_value,skipped,
18397575765,Sample- Focus,item_moved_to_any_group,skipped,
18397574922,Sample- PMS,create_item,skipped,
18397574922,Sample- PMS,change_column_value,skipped,
18397574922,Sample- PMS,item_moved_to_any_group,skipped,
18397573258,Sample- Members Only,create_item,skipped,
18397573258,Sample- Members Only,change_column_value,skipped,
18397573258,Sample- Members Only,item_moved_to_any_group,skipped,
18397571401,Sample - Hey Mom,create_item,skipped,
18397571401,Sample - Hey Mom,change_column_value,skipped,
18397571401,Sample - Hey Mom,item_moved_to_any_group,skipped,
18397569716,✨ Yotpo Discounts- Subscription,create_item,skipped,
18397569716,✨ Yotpo Discounts- Subscription,change_column_value,skipped,
18397569716,✨ Yotpo Discounts- Subscription,item_moved_to_any_group,skipped,
18397568844,✨ Personal Account- Subscription,create_item,skipped,
18397568844,✨ Personal Account- Subscription,change_column_value,skipped,
18397568844,✨ Personal Account- Subscription,item_moved_to_any_group,skipped,
18397568202,✨ Glassix - Survey,create_item,skipped,
18397568202,✨ Glassix - Survey,change_column_value,skipped,
18397568202,✨ Glassix - Survey,item_moved_to_any_group,skipped,
18397455790,✨ timer bar announcement,create_item,skipped,
18397455790,✨ timer bar announcement,change_column_value,skipped,
18397455790,✨ timer bar announcement,item_moved_to_any_group,skipped,
18397385521,✨ Task🧬 Subscriptions🔹 Quiet Release,create_item,skipped,
18397385521,✨ Task🧬 Subscriptions🔹 Quiet Release,change_column_value,skipped,
18397385521,✨ Task🧬 Subscriptions🔹 Quiet Release,item_moved_to_any_group,skipped,
18397378416,Sample- Electrolydte Powder,create_item,skipped,
18397378416,Sample- Electrolydte Powder,change_column_value,skipped,
18397378416,Sample- Electrolydte Powder,item_moved_to_any_group,skipped,
18397374852,✨ החלפת מודל שירות יוטפו,create_item,skipped,
18397374852,✨ החלפת מודל שירות יוטפו,change_column_value,skipped,
18397374852,✨ החלפת מודל שירות יוטפו,item_moved_to_any_group,skipped,
18397374736,✨ עדכון קוד הנחה לשורת מוצר מערכת נציגים,create_item,skipped,
18397374736,✨ עדכון קוד הנחה לשורת מוצר מערכת נציגים,change_column_value,skipped,
18397374736,✨ עדכון קוד הנחה לשורת מוצר מערכת נציגים,item_moved_to_any_group,skipped,
18397370287,✨ רכישת מוצרים בנק' - מערכת נציגים,create_item,skipped,
18397370287,✨ רכישת מוצרים בנק' - מערכת נציגים,change_column_value,skipped,
18397370287,✨ רכישת מוצרים בנק' - מערכת נציגים,item_moved_to_any_group,skipped,
18397370264,✨ שליחת לינק לתשלום עבור עסקאות מעל 700 שח,create_item,skipped,
18397370264,✨ שליחת לינק לתשלום עבור עסקאות מעל 700 שח,change_column_value,skipped,
18397370264,✨ שליחת לינק לתשלום עבור עסקאות מעל 700 שח,item_moved_to_any_group,skipped,
18397369644,עדכון פונקצית כרון 3 בלילה,create_item,skipped,
18397369644,עדכון פונקצית כרון 3 בלילה,change_column_value,skipped,
18397369644,עדכון פונקצית כרון 3 בלילה,item_moved_to_any_group,skipped,
18397369473,✨ ​Product create and edit in DC,create_item,skipped,
18397369473,✨ ​Product create and edit in DC,change_column_value,skipped,
18397369473,✨ ​Product create and edit in DC,item_moved_to_any_group,skipped,
18397194307,✨ VIDEO HERO HOME PAGE,create_item,skipped,
18397194307,✨ VIDEO HERO HOME PAGE,change_column_value,skipped,
18397194307,✨ VIDEO HERO HOME PAGE,item_moved_to_any_group,skipped,
18397194172,✨ Add Promo Item to BYOB Category,create_item,skipped,
18397194172,✨ Add Promo Item to BYOB Category,change_column_value,skipped,
18397194172,✨ Add Promo Item to BYOB Category,item_moved_to_any_group,skipped,
18397178664,✨ דו״ח אירוז מלאי,create_item,skipped,
18397178664,✨ דו״ח אירוז מלאי,change_column_value,skipped,
18397178664,✨ דו״ח אירוז מלאי,item_moved_to_any_group,skipped,
18397177818,✨ אפיון ניהול מלאי -תוכנית מנויים,create_item,skipped,
18397177818,✨ אפיון ניהול מלאי -תוכנית מנויים,change_column_value,skipped,
18397177818,✨ אפיון ניהול מלאי -תוכנית מנויים,item_moved_to_any_group,skipped,
18397177755,✨ ניבוי - תוכנית מנויים,create_item,skipped,
18397177755,✨ ניבוי - תוכנית מנויים,change_column_value,skipped,
18397177755,✨ ניבוי - תוכנית מנויים,item_moved_to_any_group,skipped,
18397125747,✨ קוד משפיעניות תיקונים,create_item,skipped,
18397125747,✨ קוד משפיעניות תיקונים,change_column_value,skipped,
18397125747,✨ קוד משפיעניות תיקונים,item_moved_to_any_group,skipped,
18397123120,✨ ERPייעול לוגיסטיקה + הטמעת,create_item,skipped,
18397123120,✨ ERPייעול לוגיסטיקה + הטמעת,change_column_value,skipped,
18397123120,✨ ERPייעול לוגיסטיקה + הטמעת,item_moved_to_any_group,skipped,
18396757059,Notch,create_item,skipped,
18396757059,Notch,change_column_value,skipped,
18396757059,Notch,item_moved_to_any_group,skipped,
18396742852,✨ התחברות מהירה לאתר,create_item,skipped,
18396742852,✨ התחברות מהירה לאתר,change_column_value,skipped,
18396742852,✨ התחברות מהירה לאתר,item_moved_to_any_group,skipped,
18396565002,✨ בוט קולי (במקום קישורית),create_item,skipped,
18396565002,✨ בוט קולי (במקום קישורית),change_column_value,skipped,
18396565002,✨ בוט קולי (במקום קישורית),item_moved_to_any_group,skipped,
18396564237,✨ מעבר ספק טלפוניה ל Voicenter,create_item,skipped,
18396564237,✨ מעבר ספק טלפוניה ל Voicenter,change_column_value,skipped,
18396564237,✨ מעבר ספק טלפוניה ל Voicenter,item_moved_to_any_group,skipped,
18396335652,✨ QR Benefits- תוכנית מנויים,create_item,skipped,
18396335652,✨ QR Benefits- תוכנית מנויים,change_column_value,skipped,
18396335652,✨ QR Benefits- תוכנית מנויים,item_moved_to_any_group,skipped,
18396335421,✨ progress bar- mini cart,create_item,skipped,
18396335421,✨ progress bar- mini cart,change_column_value,skipped,
18396335421,✨ progress bar- mini cart,item_moved_to_any_group,skipped,
18396333560,📊 A/B Test- Mini Cart Reviews,create_item,skipped,
18396333560,📊 A/B Test- Mini Cart Reviews,change_column_value,skipped,
18396333560,📊 A/B Test- Mini Cart Reviews,item_moved_to_any_group,skipped,
18396265663,February 15% OFF ❄️✨,create_item,skipped,
18396265663,February 15% OFF ❄️✨,change_column_value,skipped,
18396265663,February 15% OFF ❄️✨,item_moved_to_any_group,skipped,
18396263100,🌼 March 15% Off ! ✨🌷,create_item,skipped,
18396263100,🌼 March 15% Off ! ✨🌷,change_column_value,skipped,
18396263100,🌼 March 15% Off ! ✨🌷,item_moved_to_any_group,skipped,
18396237251,🚀Product Launch: Hey Mom 🤰👶,create_item,skipped,
18396237251,🚀Product Launch: Hey Mom 🤰👶,change_column_value,skipped,
18396237251,🚀Product Launch: Hey Mom 🤰👶,item_moved_to_any_group,skipped,
18396235185,השקת מוצר - Members Only,create_item,skipped,
18396235185,השקת מוצר - Members Only,change_column_value,skipped,
18396235185,השקת מוצר - Members Only,item_moved_to_any_group,skipped,
18396232448,השקת מוצר Mad Glow,create_item,skipped,
18396232448,השקת מוצר Mad Glow,change_column_value,skipped,
18396232448,השקת מוצר Mad Glow,item_moved_to_any_group,skipped,
18396223749,מבצע ינואר 15%,create_item,skipped,
18396223749,מבצע ינואר 15%,change_column_value,skipped,
18396223749,מבצע ינואר 15%,item_moved_to_any_group,skipped,
18396217992,✨ Energized Beauty:10% Single•15% Duo•20% Trio,create_item,skipped,
18396217992,✨ Energized Beauty:10% Single•15% Duo•20% Trio,change_column_value,skipped,
18396217992,✨ Energized Beauty:10% Single•15% Duo•20% Trio,item_moved_to_any_group,skipped,
18396213517,🎡✨ Lucky Wheel -15% or 18% OFF 1,create_item,skipped,
18396213517,🎡✨ Lucky Wheel -15% or 18% OFF 1,change_column_value,skipped,
18396213517,🎡✨ Lucky Wheel -15% or 18% OFF 1,item_moved_to_any_group,skipped,
18396211256,"1,200 points on purchases over ₪249 1",create_item,skipped,
18396211256,"1,200 points on purchases over ₪249 1",change_column_value,skipped,
18396211256,"1,200 points on purchases over ₪249 1",item_moved_to_any_group,skipped,
18396209354,Collagen Spark•Glow Forward•Mad Matcha-18% OFF ✨,create_item,skipped,
18396209354,Collagen Spark•Glow Forward•Mad Matcha-18% OFF ✨,change_column_value,skipped,
18396209354,Collagen Spark•Glow Forward•Mad Matcha-18% OFF ✨,item_moved_to_any_group,skipped,
18396205703,לילה לבן - 💎Wellness Club: 12% Capsules ✨🌿,create_item,skipped,
18396205703,לילה לבן - 💎Wellness Club: 12% Capsules ✨🌿,change_column_value,skipped,
18396205703,לילה לבן - 💎Wellness Club: 12% Capsules ✨🌿,item_moved_to_any_group,skipped,
18396203051,💎Wellness Club: 12% GUMMIES✨🌿,create_item,skipped,
18396203051,💎Wellness Club: 12% GUMMIES✨🌿,change_column_value,skipped,
18396203051,💎Wellness Club: 12% GUMMIES✨🌿,item_moved_to_any_group,skipped,
18396188556,✨ מסך איפוס סיסמה- תוכנית מנויים,create_item,skipped,
18396188556,✨ מסך איפוס סיסמה- תוכנית מנויים,change_column_value,skipped,
18396188556,✨ מסך איפוס סיסמה- תוכנית מנויים,item_moved_to_any_group,skipped,
18396187640,💎Wellness Club: 12% Powders✨🌿,create_item,skipped,
18396187640,💎Wellness Club: 12% Powders✨🌿,change_column_value,skipped,
18396187640,💎Wellness Club: 12% Powders✨🌿,item_moved_to_any_group,skipped,
18396165995,✨ -Checkout Overlay- פופ אפ,create_item,skipped,
18396165995,✨ -Checkout Overlay- פופ אפ,change_column_value,skipped,
18396165995,✨ -Checkout Overlay- פופ אפ,item_moved_to_any_group,skipped,
18396163732,גלויה אחת לכל מוצר,create_item,skipped,
18396163732,גלויה אחת לכל מוצר,change_column_value,skipped,
18396163732,גלויה אחת לכל מוצר,item_moved_to_any_group,skipped,
18395497151,WC - Earning Double Points 🌸✨,create_item,skipped,
18395497151,WC - Earning Double Points 🌸✨,change_column_value,skipped,
18395497151,WC - Earning Double Points 🌸✨,item_moved_to_any_group,skipped,
18395280266,Changing projects <> Task,create_item,skipped,
18395280266,Changing projects <> Task,change_column_value,skipped,
18395280266,Changing projects <> Task,item_moved_to_any_group,skipped,
18395044172,✨ משלוחי ND,create_item,skipped,
18395044172,✨ משלוחי ND,change_column_value,skipped,
18395044172,✨ משלוחי ND,item_moved_to_any_group,skipped,
18394123337,Gummies- HEY MOM,create_item,skipped,
18394123337,Gummies- HEY MOM,change_column_value,skipped,
18394123337,Gummies- HEY MOM,item_moved_to_any_group,skipped,
18393820204,"✨ שדה ח.פ/ת.ז חובה בעסקאות מעל 5,000",create_item,skipped,
18393820204,"✨ שדה ח.פ/ת.ז חובה בעסקאות מעל 5,000",change_column_value,skipped,
18393820204,"✨ שדה ח.פ/ת.ז חובה בעסקאות מעל 5,000",item_moved_to_any_group,skipped,
18393817798,📊 A/B Test- Empty minicart,create_item,skipped,
18393817798,📊 A/B Test- Empty minicart,change_column_value,skipped,
18393817798,📊 A/B Test- Empty minicart,item_moved_to_any_group,skipped,
18393812533,🌻 Team Office Management,create_item,skipped,
18393812533,🌻 Team Office Management,change_column_value,skipped,
18393812533,🌻 Team Office Management,item_moved_to_any_group,skipped,
18393283964,✨ פעולת Restock אוטומטית,create_item,skipped,
18393283964,✨ פעולת Restock אוטומטית,change_column_value,skipped,
18393283964,✨ פעולת Restock אוטומטית,item_moved_to_any_group,skipped,
18393283926,✨ כרטיס גירוד עם  מוצר מתנה,create_item,skipped,
18393283926,✨ כרטיס גירוד עם  מוצר מתנה,change_column_value,skipped,
18393283926,✨ כרטיס גירוד עם  מוצר מתנה,item_moved_to_any_group,skipped,
18393283595,✨ מגה מניו שיפורים פיתוח,create_item,skipped,
18393283595,✨ מגה מניו שיפורים פיתוח,change_column_value,skipped,
18393283595,✨ מגה מניו שיפורים פיתוח,item_moved_to_any_group,skipped,
18393282450,✨ Stories in house,create_item,skipped,
18393282450,✨ Stories in house,change_column_value,skipped,
18393282450,✨ Stories in house,item_moved_to_any_group,skipped,
18393282393,✨ עדכון שליפת מידע יוטפו - תפריט מובייל,create_item,skipped,
18393282393,✨ עדכון שליפת מידע יוטפו - תפריט מובייל,change_column_value,skipped,
18393282393,✨ עדכון שליפת מידע יוטפו - תפריט מובייל,item_moved_to_any_group,skipped,
18393282132,✨ הוספת נתוני שיווק ללידים עגלות נטושות,create_item,skipped,
18393282132,✨ הוספת נתוני שיווק ללידים עגלות נטושות,change_column_value,skipped,
18393282132,✨ הוספת נתוני שיווק ללידים עגלות נטושות,item_moved_to_any_group,skipped,
18393282111,✨ IFRAME שדרוג להזמנה האחרונה - מסך נוסף,create_item,skipped,
18393282111,✨ IFRAME שדרוג להזמנה האחרונה - מסך נוסף,change_column_value,skipped,
18393282111,✨ IFRAME שדרוג להזמנה האחרונה - מסך נוסף,item_moved_to_any_group,skipped,
18393281772,📊 A/B Test- Mini cart Cross sale - Best sellers,create_item,skipped,
18393281772,📊 A/B Test- Mini cart Cross sale - Best sellers,change_column_value,skipped,
18393281772,📊 A/B Test- Mini cart Cross sale - Best sellers,item_moved_to_any_group,skipped,
18393281706,📊 A/B Test- PDP Sticky Demo Video,create_item,skipped,
18393281706,📊 A/B Test- PDP Sticky Demo Video,change_column_value,skipped,
18393281706,📊 A/B Test- PDP Sticky Demo Video,item_moved_to_any_group,skipped,
18393281668,📊 A/B Test- PDP Gallery Chips,create_item,skipped,
18393281668,📊 A/B Test- PDP Gallery Chips,change_column_value,skipped,
18393281668,📊 A/B Test- PDP Gallery Chips,item_moved_to_any_group,skipped,
18393281634,📊 A/B Test- Mini cart Up Sale - 4pack,create_item,skipped,
18393281634,📊 A/B Test- Mini cart Up Sale - 4pack,change_column_value,skipped,
18393281634,📊 A/B Test- Mini cart Up Sale - 4pack,item_moved_to_any_group,skipped,
18393177318,✨ Website Dev- Before & After,create_item,skipped,
18393177318,✨ Website Dev- Before & After,change_column_value,skipped,
18393177318,✨ Website Dev- Before & After,item_moved_to_any_group,skipped,
18393177126,✨ 👩‍💻 Website Dev- Home Page,create_item,skipped,
18393177126,✨ 👩‍💻 Website Dev- Home Page,change_column_value,skipped,
18393177126,✨ 👩‍💻 Website Dev- Home Page,item_moved_to_any_group,skipped,
18393176812,✨ 👩‍💻 Website Dev - FAQ Page,create_item,skipped,
18393176812,✨ 👩‍💻 Website Dev - FAQ Page,change_column_value,skipped,
18393176812,✨ 👩‍💻 Website Dev - FAQ Page,item_moved_to_any_group,skipped,
18393176584,Carzy rocket‎ - אפליקציית גלגל,create_item,skipped,
18393176584,Carzy rocket‎ - אפליקציית גלגל,change_column_value,skipped,
18393176584,Carzy rocket‎ - אפליקציית גלגל,item_moved_to_any_group,skipped,
